meta_key,source_file,discovery_methods,api_write,content_write_policy,geo_status
curriculum_zone_literacy_desc,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_zone_literacy_emoji,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
curriculum_zone_literacy_title,chroma-excellence-theme/inc/curriculum-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
employers_contact_title,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_federal_desc,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_federal_icon,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_federal_link_text,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_federal_link_url,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_federal_subtitle,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_federal_title,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_georgia_desc,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_georgia_icon,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_georgia_link_text,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_georgia_link_url,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_georgia_subtitle,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_georgia_title,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_hero_badge,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_hero_description,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_hero_title,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_solution1_desc,chroma-excellence-theme/inc/employers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
employers_solution1_title,chroma-excellence-theme/inc/employers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
employers_solution2_desc,chroma-excellence-theme/inc/employers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
employers_solution2_title,chroma-excellence-theme/inc/employers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
employers_solution3_desc,chroma-excellence-theme/inc/employers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
employers_solution3_title,chroma-excellence-theme/inc/employers-page-meta.php,field_map,content/{id},"allowed on content/{id}","private by default"
employers_tax_badge,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_tax_description,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_tax_disclaimer,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
employers_tax_title,chroma-excellence-theme/inc/employers-page-meta.php,field_map|get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_faq_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_faq_items_json,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_faq_subheading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_hero_cta_label,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_hero_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_hero_secondary_label,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_hero_subheading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_locations_cta_label,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_locations_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_locations_subheading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_prismpath_cards_json,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_prismpath_cta_label,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_prismpath_eyebrow,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_prismpath_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_prismpath_readiness_desc,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_prismpath_readiness_heading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_prismpath_subheading,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
home_stats_json,chroma-excellence-theme/inc/home-page-meta.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
lead_email,chroma-plugins/chroma-lead-log/chroma-lead-log.php,get_post_meta,content/{id},"blocked on content/{id}","never public"
lead_name,chroma-plugins/chroma-lead-log/chroma-lead-log.php,get_post_meta,content/{id},"blocked on content/{id}","never public"
lead_payload,chroma-plugins/chroma-lead-log/chroma-lead-log.php,get_post_meta,content/{id},"blocked on content/{id}","never public"
lead_phone,chroma-plugins/chroma-lead-log/chroma-lead-log.php,get_post_meta,content/{id},"blocked on content/{id}","never public"
lead_type,chroma-plugins/chroma-lead-log/chroma-lead-log.php,get_post_meta,content/{id},"blocked on content/{id}","never public"
location_address,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_address,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_ages_served,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_ages_served,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_availability_status,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-media.php,get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
location_capacity,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_city,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_city,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_description,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_description,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_director_bio,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_director_bio,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_director_heading,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_director_name,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_director_photo,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_director_signature,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_email,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_enrollment,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_enrollment_steps,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-howto.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
location_events,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-events.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_faq_items,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_gmb_url,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_google_rating,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_hero_gallery,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_hero_review_author,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_hero_review_author,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_hero_review_text,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_hero_review_text,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_hero_subtitle,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_hero_subtitle,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_hours,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_latitude,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_longitude,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_maps_embed,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_phone,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_price_currency,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-pricing.php,get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
location_price_frequency,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-pricing.php,get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
location_price_max,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-pricing.php,get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
location_price_min,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-pricing.php,get_post_meta,content/{id},"allowed on content/{id}","allowed in geo-feed"
location_quality_rated,chroma-excellence-theme/inc/cpt-locations.php,update_post_meta|get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_quality_rated,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-location-advanced-schema.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_school_pickups,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_school_pickups,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_seo_content_text,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_seo_content_text,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_seo_content_title,chroma-excellence-theme/inc/cpt-locations.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
location_seo_content_title,plugins/chroma-seo-pro-reset/inc/meta-boxes/class-spanish-content.php,get_post_meta,content/{id},"allowed on content/{id}","private by default"
